title,video_id,video_description,published_date,extraction_date,views,comment,thumbnail
Botafogo x Fluminense | International Broadcast,2l_d4UdCxD4,"Day of #Brasileirão !

#Botafogo faces #Fluminense at #EstadioNiltonSantos for the eighth round of the Brazilian Championship and #BotafogoTV will make an international broadcast, with images, for the alvinegros who live outside the country.

07:45 pm - Start of the pre-game

Narration: Roby Porto

-----------------------------------------------------

Dia de #Brasileirão !

O #Botafogo enfrenta o #Juventude no #EstadioNiltonSantos pela terceira rodada do Campeonato Brasileiro e a #BotafogoTV vai fazer uma transmissão internacional, com imagens, para os alvinegros que moram fora do país. 

19:45 - Início do pré-jogo
Narração: Roby Porto",2024-06-12T01:15:59Z,2024-06-18 18:24:50.720040,4073,8,"{'default': {'url': 'https://i.ytimg.com/vi/2l_d4UdCxD4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2l_d4UdCxD4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2l_d4UdCxD4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/2l_d4UdCxD4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/2l_d4UdCxD4/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
Andrew na Botafogo TV | Cortes Pré-Jogo,6wU61eI9qb0,"Andrew na Botafogo TV!
Confira a participação do nosso atleta Andrew no pré jogo da Botafogo TV!",2024-06-12T00:53:09Z,2024-06-18 18:24:50.720040,5308,20,"{'default': {'url': 'https://i.ytimg.com/vi/6wU61eI9qb0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6wU61eI9qb0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6wU61eI9qb0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/6wU61eI9qb0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/6wU61eI9qb0/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
Luis Henrique na Botafogo TV | Cortes Pré-Jogo,DMmRcaBgTuU,"Luis Henrique na Botafogo TV!
Confira a participação do nosso atleta Luis Henrique no pré jogo da Botafogo TV!",2024-06-11T22:03:36Z,2024-06-18 18:24:50.720040,2500,21,"{'default': {'url': 'https://i.ytimg.com/vi/DMmRcaBgTuU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/DMmRcaBgTuU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/DMmRcaBgTuU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/DMmRcaBgTuU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/DMmRcaBgTuU/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
"PRA CIMA, MEU FOGÃO! Daqui a pouco, às 20h00, tem clássico no Niltão! BORA! ⭐️",-3sOdj1GzKA,,2024-06-11T21:31:55Z,2024-06-18 18:24:50.720040,6056,27,"{'default': {'url': 'https://i.ytimg.com/vi/-3sOdj1GzKA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-3sOdj1GzKA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-3sOdj1GzKA/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/-3sOdj1GzKA/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/-3sOdj1GzKA/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
Duelo de Basquete | Marlon Freitas x Bastos,XPeiV4_y9kQ,"Clima de #NBAFinals 

Marlon Freitas e Bastos foram para o X1 no basquete e a brincadeira rendeu demais. Até provocação teve! 
Se liga aí nos Highlights. 

Imagens: Romulo Miranda 
Edição: Diego Pereira

Acompanhe o #Botafogo em todas as redes oficiais do clube.

Site - http://botafogo.com.br/​​​​​​​​​​​​
Sócio torcedor - https://camisa7.botafogo.com.br/
Instagram -  https://www.instagram.com/botafogo/​​ 
Twitter -  https://twitter.com/botafogo​​​​​​​​​​​​
Facebook -  https://www.facebook.com/botafogo​​​​
Tiktok - https://www.tiktok.com/@botafogo​​​​​
Botafogo Store - https://store.botafogo.com.br

Futebol Feminino - 
https://www.instagram.com/botafogofemino 
https://twitter.com/botafogofem

Inscreva-se na #BotafogoTV",2024-06-11T18:23:17Z,2024-06-18 18:24:50.720040,4091,9,"{'default': {'url': 'https://i.ytimg.com/vi/XPeiV4_y9kQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XPeiV4_y9kQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XPeiV4_y9kQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/XPeiV4_y9kQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/XPeiV4_y9kQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
Era uma relação quase de um para dez,khf87mK16us,"""Quando começamos na SAF, o passivo histórico do Botafogo era de R$ 1,1 bilhão e tínhamos R$ 120 milhões em receitas. Era uma relação quase de um para dez. Em qualquer setor, isso é falência de longe. No ano passado, conseguimos fechar com R$ 530 milhões de receita.” 

Acompanhe o #Botafogo em todas as redes oficiais do clube.

Site - http://botafogo.com.br/​​​​​​​​​​​​
Sócio torcedor - https://camisa7.botafogo.com.br/
Instagram -  https://www.instagram.com/botafogo/​​ 
Twitter -  https://twitter.com/botafogo​​​​​​​​​​​​
Facebook -  https://www.facebook.com/botafogo​​​​
Tiktok - https://www.tiktok.com/@botafogo​​​​​
Botafogo Store - https://store.botafogo.com.br

Futebol Feminino - 
https://www.instagram.com/botafogofemino 
https://twitter.com/botafogofem

Inscreva-se na #BotafogoTV",2024-06-11T15:12:51Z,2024-06-18 18:24:50.720040,4010,25,"{'default': {'url': 'https://i.ytimg.com/vi/khf87mK16us/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/khf87mK16us/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/khf87mK16us/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/khf87mK16us/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/khf87mK16us/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
Um novo núcleo de saúde e performance,ywOcHE3MJ_g,"Acompanhe o #Botafogo em todas as redes oficiais do clube.

Site - http://botafogo.com.br/​​​​​​​​​​​​
Sócio torcedor - https://camisa7.botafogo.com.br/
Instagram -  https://www.instagram.com/botafogo/​​ 
Twitter -  https://twitter.com/botafogo​​​​​​​​​​​​
Facebook -  https://www.facebook.com/botafogo​​​​
Tiktok - https://www.tiktok.com/@botafogo​​​​​
Botafogo Store - https://store.botafogo.com.br

Futebol Feminino - 
https://www.instagram.com/botafogofemino 
https://twitter.com/botafogofem

Inscreva-se na #BotafogoTV",2024-06-11T13:01:04Z,2024-06-18 18:24:50.720040,2722,18,"{'default': {'url': 'https://i.ytimg.com/vi/ywOcHE3MJ_g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ywOcHE3MJ_g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ywOcHE3MJ_g/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/ywOcHE3MJ_g/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/ywOcHE3MJ_g/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
Apronto | Botafogo finaliza preparação para o clássico,WWV8R0NKdm8,"Botafogo finaliza a preparação para o clássico contra o Fluminense.

Imagens: Romulo Miranda
Edição: Romulo Miranda

Acompanhe o #Glorioso em todas as redes oficiais do clube.

Site - http://botafogo.com.br/​​​​​​​​​​​​
Sócio torcedor - https://camisa7.botafogo.com.br/
Instagram -  https://www.instagram.com/botafogo/​​ 
Twitter -  https://twitter.com/botafogo​​​​​​​​​​​​
Facebook -  https://www.facebook.com/botafogo​​​​
Tiktok - https://www.tiktok.com/@botafogo​​​​​
Botafogo Store - https://store.botafogo.com.br

Futebol Feminino - 
https://www.instagram.com/botafogofemino 
https://twitter.com/botafogofem

Inscreva-se na #BotafogoTV​",2024-06-11T00:35:09Z,2024-06-18 18:24:50.720040,7697,37,"{'default': {'url': 'https://i.ytimg.com/vi/WWV8R0NKdm8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WWV8R0NKdm8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WWV8R0NKdm8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/WWV8R0NKdm8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/WWV8R0NKdm8/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
Botafogo PodCast | Thairo Arruda | EP #7,YVl4fvIwUHE,"No 7º episódio da primeira temporada, o #BotafogoPodcast recebeu o CEO da SAF alvinegra que fala sobre a reestruturação do Clube, modelo de governança, planos futuros e muito mais! Vem conferir!

Apresentação: Gabiru e Hanna Santos 
Produção: Amanda Oliveira e Yasmin Costa 
Edição: Diego Pereira
Coordenação: Fernando Morani

Acompanhe o #Glorioso em todas as redes oficiais do clube.

Site - http://botafogo.com.br/​​​​​​​​​​​​
Sócio torcedor - https://camisa7.botafogo.com.br/
Instagram -  https://www.instagram.com/botafogo/​​ 
Twitter -  https://twitter.com/botafogo​​​​​​​​​​​​
Facebook -  https://www.facebook.com/botafogo​​​​
Tiktok - https://www.tiktok.com/@botafogo​​​​​
Botafogo Store - https://store.botafogo.com.br

Futebol Feminino - 
https://www.instagram.com/botafogofemino 
https://twitter.com/botafogofem

Inscreva-se na #botafogotv",2024-06-10T22:00:07Z,2024-06-18 18:24:50.720040,45226,435,"{'default': {'url': 'https://i.ytimg.com/vi/YVl4fvIwUHE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YVl4fvIwUHE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YVl4fvIwUHE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/YVl4fvIwUHE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/YVl4fvIwUHE/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
Hidratação com estilo e elegância 😎,z8etqbTEQ44,,2024-06-09T16:10:37Z,2024-06-18 18:24:50.720040,16378,36,"{'default': {'url': 'https://i.ytimg.com/vi/z8etqbTEQ44/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/z8etqbTEQ44/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/z8etqbTEQ44/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/z8etqbTEQ44/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/z8etqbTEQ44/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
QUIZ GLORIOSO #2,7B7Tf0P_8Uk,"Botafogo TV, Camisa 7 e Botafogo Store se uniram para realizar o Quiz Glorioso. O jogo de perguntas e respostas testou o conhecimento dos sócios com questionamentos sobre história e atualidade do Alvinegro.

O vencedor ganhou um crédito de R$300 na Botafogo Store. 

Quer participar do quadro? Fique ligado no site do Camisa 7.

Apresentação: Amanda Oliveira
Produção: Yasmin Costa e Amanda Oliveira
Edição: Diego Pereira
Coordenação: Fernando Morani

Acompanhe o #Botafogo em todas as redes oficiais do clube.

Site - http://botafogo.com.br/​​​​​​​​​​​​
Sócio torcedor - https://camisa7.botafogo.com.br/
Instagram -  https://www.instagram.com/botafogo/​​ 
Twitter -  https://twitter.com/botafogo​​​​​​​​​​​​
Facebook -  https://www.facebook.com/botafogo​​​​
Tiktok - https://www.tiktok.com/@botafogo​​​​​
Botafogo Store - https://store.botafogo.com.br

Futebol Feminino - 
https://www.instagram.com/botafogofemino 
https://twitter.com/botafogofem

Inscreva-se na #BotafogoTV",2024-06-09T15:00:06Z,2024-06-18 18:24:50.720040,4163,19,"{'default': {'url': 'https://i.ytimg.com/vi/7B7Tf0P_8Uk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7B7Tf0P_8Uk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7B7Tf0P_8Uk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/7B7Tf0P_8Uk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/7B7Tf0P_8Uk/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
Passaporte Glorioso | Camisa 7 na Colômbia,WPGywUuCGQs,"No último jogo do Botafogo pela fase de grupos da Conmebol Libertadores, contra o Junior Barranquilla, quatro sócios Camisa 7 resgataram a experiência Passaporte Glorioso e puderam viajar com o clube para Colômbia, conhecer Cartagena e Barranquilla, e assistir a partida no Estádio Metropolitano. 

Veja como foi o dia a dia dos sócios-torcedores em terras colombianas e o que eles acharam da experiência.  

Imagens: Sandro Marinho “Jamal” 
Edição: Romulo Miranda


Acompanhe o #Camisa7 em todas as redes oficiais e viva de perto o Maior Amor do Mundo. 

Camisa 7 - https://camisa7.botafogo.com.br/

Instagram - https://www.instagram.com/camisa7/
   
Twitter - https://twitter.com/Camisa7Botafogo
​​​​​​​​​​​​  
Facebook - https://www.facebook.com/camisa7bfr/",2024-06-08T19:00:11Z,2024-06-18 18:24:50.720040,5301,31,"{'default': {'url': 'https://i.ytimg.com/vi/WPGywUuCGQs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WPGywUuCGQs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WPGywUuCGQs/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/WPGywUuCGQs/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/WPGywUuCGQs/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
"Foco no clássico com o #Fluminense, nesta terça, no Niltão! Pra cima, Glorioso! 💪🏽⚽️🔥 #Botafogo",snJFB9j1iCw,,2024-06-08T16:17:14Z,2024-06-18 18:24:50.720040,9136,28,"{'default': {'url': 'https://i.ytimg.com/vi/snJFB9j1iCw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/snJFB9j1iCw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/snJFB9j1iCw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/snJFB9j1iCw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/snJFB9j1iCw/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
