team_name,title,video_id,video_description,published_date,extraction_date,likes,views,comment,thumbnail,url_image
Corinthians,Corinthians volta aos treinos durante Data FIFA!,wxLRcfoVEV4,"O Corinthians voltou aos trabalhos focado nos prÃ³ximos compromissos do Campeonato Brasileiro. Na tarde desta quarta-feira (5), no CT Dr. Joaquim Grava, o elenco do TimÃ£o realizou uma bateria de testes seguidas de atividades fÃ­sicas e tÃ©cnicas no gramado. SerÃ£o seis dias de treinos atÃ© o prÃ³ximo desafio.

A prÃ³xima partida do Alvinegro serÃ¡ na terÃ§a-feira (11) contra o AtlÃ©tico-GO. O duelo, vÃ¡lido pela oitava rodada do BrasileirÃ£o, serÃ¡ realizado no EstÃ¡dio AntÃ´nio Accioly, em GoiÃ¢nia-GO.

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-06-05T22:46:06Z,08:58.1,2647,22578,142,"{'default': {'url': 'https://i.ytimg.com/vi/wxLRcfoVEV4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/wxLRcfoVEV4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/wxLRcfoVEV4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/wxLRcfoVEV4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/wxLRcfoVEV4/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,Quarta-feira de Brabas em campo na Fazendinha! Em busca da vitÃ³ria! #RespeitaAsMinas #VaiCorinthians,bucwuFLvsDs,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-06-05T15:00:39Z,08:58.1,620,5410,10,"{'default': {'url': 'https://i.ytimg.com/vi/bucwuFLvsDs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bucwuFLvsDs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bucwuFLvsDs/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/bucwuFLvsDs/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/bucwuFLvsDs/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,As Brabas do TimÃ£o estÃ£o preparadas para o clÃ¡ssico contra as Sereias da Vila!,01oovYU_nOM,"As Brabas encerraram a preparaÃ§Ã£o para o duelo contra o Santos, amanhÃ£ na Fazendinha. AlÃ©m disso, elas jÃ¡ projetam o outro clÃ¡ssico da semana: contra o Palmeiras, no Domingo. Confira!

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-06-04T22:31:55Z,08:58.1,680,4799,25,"{'default': {'url': 'https://i.ytimg.com/vi/01oovYU_nOM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/01oovYU_nOM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/01oovYU_nOM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/01oovYU_nOM/sddefault.jpg', 'width': 640, 'height': 480}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,"Feliz aniversÃ¡rio, ChicÃ£o! ð¥³ ð¤#ParabÃ©nsChicÃ£o #VaiCorinthians",yq5HpJ4pVDA,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-06-03T18:11:22Z,08:58.1,989,6176,16,"{'default': {'url': 'https://i.ytimg.com/vi/yq5HpJ4pVDA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yq5HpJ4pVDA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yq5HpJ4pVDA/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/yq5HpJ4pVDA/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/yq5HpJ4pVDA/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,COLETIVA PÃS-JOGO | Corinthians x Botafogo | BrasileirÃ£o 2024,I6pCReNyeEE,"AntÃ³nio Oliveira fala apÃ³s a partida entre Corinthians e Botafogo pelo BrasileirÃ£o 2024. Acompanhe aqui na Corinthians TV!

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!",2024-06-02T03:01:58Z,08:58.1,2443,29419,214,"{'default': {'url': 'https://i.ytimg.com/vi/I6pCReNyeEE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/I6pCReNyeEE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/I6pCReNyeEE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/I6pCReNyeEE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/I6pCReNyeEE/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,DIA DE CORINTHIANS | Corinthians x Botafogo | BrasileirÃ£o 2024 (PRÃ-JOGO + AO VIVO),9JEB_oJvars,"O Corinthians entra em campo pela sÃ©tima rodada do Campeonato Brasileiro, contra o Botafogo, e a Corinthians TV repagina a sua experiÃªncia de matchday para a Fiel! Confira prÃ©-jogo, narraÃ§Ã£o ao vivo e entrevistas exclusivas com a equipe do Canal Vilinha, a reportagem de Ivan Andrade e nosso apresentador Cleiton Gamarra. VAI CORINTHIANS!

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!",2024-06-02T02:14:20Z,08:58.1,4005,87013,2,"{'default': {'url': 'https://i.ytimg.com/vi/9JEB_oJvars/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9JEB_oJvars/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9JEB_oJvars/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/9JEB_oJvars/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/9JEB_oJvars/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,"Entrevista: Brabas e Brabinhas ""Papo de PepÃª""",Ow6RHcDfiIA,"O departamento de Futebol Feminino promoveu um encontro especial entre o elenco profissional e a nossa base: Paulinha Pires e PepÃª, unidas por um trocadilho infame ""PP"", dividem suas experiÃªncias em um conteÃºdo descontraÃ­do!

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-06-01T15:00:17Z,08:58.1,815,5760,36,"{'default': {'url': 'https://i.ytimg.com/vi/Ow6RHcDfiIA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Ow6RHcDfiIA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Ow6RHcDfiIA/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Ow6RHcDfiIA/sddefault.jpg', 'width': 640, 'height': 480}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,"SÃBADO DE BRASILEIRÃO PARA O TIMÃO! â½EM BUSCA DA VITÃRIA, FIEL! ð¤ #SCCPxBOT #VaiCorinthians",UNRtOh3LIQY,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-06-01T14:00:20Z,08:58.1,3607,43832,112,"{'default': {'url': 'https://i.ytimg.com/vi/UNRtOh3LIQY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UNRtOh3LIQY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UNRtOh3LIQY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/UNRtOh3LIQY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/UNRtOh3LIQY/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,Corinthians pronto para enfrentar o Botafogo-RJ!,d55nobpf5GI,"Nesta sexta-feira (31), o TimÃ£o realizou o Ãºltimo treino antes da partida contra o Botafogo-RJ, jogo que serÃ¡ realizado na Neo QuÃ­mica Arena, neste sÃ¡bado (01/06), Ã s 21h, pelo BrasileirÃ£o. O atacante Yuri Alberto conversou com a Corinthians TV e comentou sobre o duelo.

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!",2024-05-31T18:46:45Z,08:58.1,3911,29145,94,"{'default': {'url': 'https://i.ytimg.com/vi/d55nobpf5GI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/d55nobpf5GI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/d55nobpf5GI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/d55nobpf5GI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/d55nobpf5GI/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,MURAL DA FIEL | HistÃ³rias da Neo QuÃ­mica Arena | EpisÃ³dio 2,WE6_OwfrqyY,"VocÃª jÃ¡ se viu em algum mural da Neo QuÃ­mica Arena? EntÃ£o poste com a hashtag #MuraldaFiel e venha contar a sua histÃ³ria com o CoringÃ£o!

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-31T15:00:33Z,08:58.1,775,3872,26,"{'default': {'url': 'https://i.ytimg.com/vi/WE6_OwfrqyY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WE6_OwfrqyY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WE6_OwfrqyY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/WE6_OwfrqyY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/WE6_OwfrqyY/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,TimÃ£o treina firme na quinta-feira de feriado!,ULYB-BApGEI,"Nesta quinta-feira (30), o elenco alvinegro treinou pela manhÃ£, no CT Dr. Joaquim Grava, seguindo a preparaÃ§Ã£o para duelo de sÃ¡bado, contra o Botafogo-RJ, pelo BrasileirÃ£o. O lateral-direito Matheuzinho conversou com a Corinthians TV!

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-30T18:58:02Z,08:58.1,4732,37300,96,"{'default': {'url': 'https://i.ytimg.com/vi/ULYB-BApGEI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ULYB-BApGEI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ULYB-BApGEI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/ULYB-BApGEI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/ULYB-BApGEI/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,Louco do Bando na partida beneficente dos Masters pelo Rio Grande do Sul na Fazendinha!,a7G6iW2Vlmg,"O nosso Louco do Bando, Alfinete, foi atÃ© a Fazendinha para um dia muito especial: os craques do passado jogaram para arrecadar itens para as vÃ­timas das enchentes no Rio Grande do Sul. Confira este conteÃºdo especial!

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-30T14:37:18Z,08:58.1,1223,9993,44,"{'default': {'url': 'https://i.ytimg.com/vi/a7G6iW2Vlmg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/a7G6iW2Vlmg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/a7G6iW2Vlmg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/a7G6iW2Vlmg/sddefault.jpg', 'width': 640, 'height': 480}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,9ï¸â£0ï¸â£ em 1ï¸â£ ð Racing-URU! â½ï¸ #VaiCorinthians #Shorts,vRgGcX_cxsk,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-30T02:00:19Z,08:58.1,1626,16760,29,"{'default': {'url': 'https://i.ytimg.com/vi/vRgGcX_cxsk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vRgGcX_cxsk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vRgGcX_cxsk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/vRgGcX_cxsk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/vRgGcX_cxsk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,"NÃ£o tem como nÃ£o elogiar, nÃ©, professor? ðð¾ #VaiCorinthians #Shorts",RHda7Dp6Bcc,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-30T01:00:19Z,08:58.1,2355,21382,11,"{'default': {'url': 'https://i.ytimg.com/vi/RHda7Dp6Bcc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RHda7Dp6Bcc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RHda7Dp6Bcc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/RHda7Dp6Bcc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/RHda7Dp6Bcc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,Bastidores | Corinthians 3 x 0 Racing-URU | CONMEBOL Sudamericana 2024,AdsyeanM6BI,"O TimÃ£o estÃ¡ nas oitavas de final da CONMEBOL Sudamericana 2024! ApÃ³s vencer o Racing-URU ao lado da Fiel Torcida, o Corinthians garantiu a lideranÃ§a do grupo F da competiÃ§Ã£o e avanÃ§ou de fase.

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-30T00:28:50Z,08:58.1,18035,173884,428,"{'default': {'url': 'https://i.ytimg.com/vi/AdsyeanM6BI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/AdsyeanM6BI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/AdsyeanM6BI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/AdsyeanM6BI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/AdsyeanM6BI/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,Noite de despedida inesquecÃ­vel para o ððªð¾ðµð²ð·ð±ð¸ e para a ðð²ð®ðµ! ð¤  ð¹ CONMEBOL #VaiCorinthians,Hs9RMfN9HEs,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-29T23:30:03Z,08:58.1,3924,31872,74,"{'default': {'url': 'https://i.ytimg.com/vi/Hs9RMfN9HEs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Hs9RMfN9HEs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Hs9RMfN9HEs/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Hs9RMfN9HEs/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Hs9RMfN9HEs/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,Fotos_Do_Jogo.mp4 #VaiCorinthians #VaiCorinthians,lyhnobiHUGw,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-29T22:30:07Z,08:58.1,1398,9085,8,"{'default': {'url': 'https://i.ytimg.com/vi/lyhnobiHUGw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lyhnobiHUGw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lyhnobiHUGw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/lyhnobiHUGw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/lyhnobiHUGw/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,Igor Coronado ainda fez essa pintura para fechar a conta! ð´ð³ï¸ #VaiCorinthians #Shorts,CZ4XsUR7f7k,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-29T21:30:01Z,08:58.1,4258,40497,60,"{'default': {'url': 'https://i.ytimg.com/vi/CZ4XsUR7f7k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CZ4XsUR7f7k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CZ4XsUR7f7k/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/CZ4XsUR7f7k/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/CZ4XsUR7f7k/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,TRANSMISSÃO | Corinthians x Red Bull Bragantino | Campeonato Brasileiro Sub-20,6zOEcKd05FU,JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!,2024-05-29T21:11:39Z,08:58.1,2660,53017,9,"{'default': {'url': 'https://i.ytimg.com/vi/6zOEcKd05FU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6zOEcKd05FU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6zOEcKd05FU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/6zOEcKd05FU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/6zOEcKd05FU/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,"Na sequÃªncia, o TimÃ£o ampliou a vantagem! ð¤© #VaiCorinthians #Shorts",R1sGbHU86Tc,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-29T21:00:21Z,08:58.1,1124,8285,10,"{'default': {'url': 'https://i.ytimg.com/vi/R1sGbHU86Tc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/R1sGbHU86Tc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/R1sGbHU86Tc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/R1sGbHU86Tc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/R1sGbHU86Tc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,Uma cobranÃ§a magistral de Garro para abrir o placar para o TimÃ£o! ðð #VaiCorinthians #Shorts,GTe7qIbvrwk,"JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________

00:00 IntroduÃ§Ã£o 
01:00 Se inscreva no canal",2024-05-29T20:06:15Z,08:58.1,2500,26739,33,"{'default': {'url': 'https://i.ytimg.com/vi/GTe7qIbvrwk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GTe7qIbvrwk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GTe7qIbvrwk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/GTe7qIbvrwk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/GTe7qIbvrwk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Corinthians,COLETIVA | Despedida do Paulinho,t1rS6gFI3vw,"Nesta quarta (29), Ã s 11h, no CT Dr. Joaquim Grava, acontecerÃ¡ a coletiva de imprensa de despedida do meio-campista Paulinho.

JÃ¡ se inscreveu na Corinthians TV? EntÃ£o inscreva-se e confira tudo que acontece no dia a dia do TimÃ£o!

________________________",2024-05-29T15:25:37Z,08:58.1,14969,146664,275,"{'default': {'url': 'https://i.ytimg.com/vi/t1rS6gFI3vw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/t1rS6gFI3vw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/t1rS6gFI3vw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/t1rS6gFI3vw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/t1rS6gFI3vw/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://icons.iconarchive.com/icons/giannis-zographos/south-american-football-club/48/Corinthians-icon.png
Crici�ma,CHAMA O VAR â(COM RAÃSSA E MANU) | MENINAS CARVOEIRAS,Pm1PvrYN3g8,"O que rola dentro e fora de campo vocÃª sÃ³ assiste aqui na TvTigre ðð¤

Seja SÃ³cio Carvoeiro Bronze em: www.sociocarvoeiro.com 

#criciÃºmaec #meninascarvoeiras #futebolfeminino",2024-06-18T17:15:07Z,26:39.3,2,8,0,"{'default': {'url': 'https://i.ytimg.com/vi/Pm1PvrYN3g8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Pm1PvrYN3g8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Pm1PvrYN3g8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Pm1PvrYN3g8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Pm1PvrYN3g8/maxresdefault.jpg', 'width': 1280, 'height': 720}}",https://logodetimes.com/times/criciuma/logo-criciuma-5.png
